protocol,target_city,target,comparison_budget,n_calibration,n_eval,calibration_anchor_ids,mae,rmse,r2,spearman,kendall,design_regret_kwh_m2,top_recovery
zero_shot_absolute,Sanliurfa,total,0,0,1000,,39.935713663900884,43.332787806730614,-1.969422432851057,0.8121154281154281,0.620004004004004,3.795064999999994,0.64
zero_shot_absolute_aligned_1shot,Sanliurfa,heating,1,0,999,base_0948,31.092527360741816,33.2951811176515,-0.9746999634641635,0.9699584875456617,0.8563974796439727,0.0,0.68
zero_shot_absolute_aligned_1shot,Sanliurfa,cooling,1,0,999,base_0948,71.03552150578854,71.64683691606233,-18.86637306855888,0.9150346699404814,0.7369152719854124,4.874218000000013,0.18
zero_shot_absolute_aligned_1shot,Sanliurfa,total,1,0,999,base_0948,39.94267162137153,43.34190845779984,-1.9702086764534639,0.8122502783344465,0.6200729787904138,3.795064999999994,0.64
1_shot_global_bias,Sanliurfa,heating,1,1,999,base_0948,10.671192982470826,12.725064226384033,0.7115581178610345,0.9699584875456617,0.8563974796439727,0.0,0.68
1_shot_global_bias,Sanliurfa,cooling,1,1,999,base_0948,11.785133966798806,14.76383240122065,0.1564268346708797,0.9150346699404814,0.7369152719854124,4.874218000000013,0.18
1_shot_global_bias,Sanliurfa,total,1,1,999,base_0948,14.26991855353565,18.20474579366996,0.47598931919173637,0.8122502783344465,0.6200729787904138,3.795064999999994,0.64
1_shot_raw_relative,Sanliurfa,heating,1,1,999,base_0948,3.408272839189161,4.196111432557719,0.9686359324545267,0.9932439293000412,0.9323732550185457,0.0,0.88
1_shot_raw_relative,Sanliurfa,cooling,1,1,999,base_0948,5.389670110671592,7.01351836619855,0.8096309159236845,0.9518719842086575,0.806676415894853,2.5461340000000092,0.54
1_shot_raw_relative,Sanliurfa,total,1,1,999,base_0948,7.256557021473943,9.159493941134695,0.8673479821262979,0.9805513128358817,0.8849631194320574,0.9413959999999975,0.88
zero_shot_absolute_aligned_3shot,Sanliurfa,heating,3,0,997,base_0948|base_0945|base_0724,31.088118923062744,33.290785836648475,-0.9710081391931347,0.969958248601952,0.8564448365175851,0.0,0.68
zero_shot_absolute_aligned_3shot,Sanliurfa,cooling,3,0,997,base_0948|base_0945|base_0724,71.04381044858188,71.65582489747985,-18.84059245624681,0.9152474445331795,0.7372398319456362,4.874218000000013,0.18
zero_shot_absolute_aligned_3shot,Sanliurfa,total,3,0,997,base_0948|base_0945|base_0724,39.955332289356136,43.357649902311884,-1.9686496395147741,0.812244215079989,0.6200005639408185,3.795064999999994,0.64
3_shot_global_bias,Sanliurfa,heating,3,3,997,base_0948|base_0945|base_0724,9.880651264994022,11.908228775795106,0.7478060505290012,0.969958248601952,0.8564448365175851,0.0,0.68
3_shot_global_bias,Sanliurfa,cooling,3,3,997,base_0948|base_0945|base_0724,8.606292790557644,11.426191524717677,0.4955075916755075,0.9152474445331795,0.7372398319456362,4.874218000000013,0.18
3_shot_global_bias,Sanliurfa,total,3,3,997,base_0948|base_0945|base_0724,14.193279679317172,18.065075613964,0.48464434729591077,0.812244215079989,0.6200005639408185,3.795064999999994,0.64
3_shot_raw_relative,Sanliurfa,heating,3,3,997,base_0948|base_0945|base_0724,4.3696846489030845,5.060405825588899,0.9544581133603278,0.9926283788952875,0.9329998026207136,0.0,0.92
3_shot_raw_relative,Sanliurfa,cooling,3,3,997,base_0948|base_0945|base_0724,3.490733234710006,4.675588855269704,0.9155257652742909,0.963841290876517,0.8312044567437252,2.5461340000000092,0.54
3_shot_raw_relative,Sanliurfa,total,3,3,997,base_0948|base_0945|base_0724,7.103242566556643,8.452120947705318,0.887187069025339,0.982421490029642,0.892089924391649,0.9413959999999975,0.88
AARS_v4_1_shot,Ardahan,heating,1,1,999,base_0948,3.07901465358292,3.9275461126169433,0.9944520319465406,0.9976315874993228,0.9656209315527956,0.0,0.98
AARS_v4_1_shot,Ardahan,cooling,1,1,999,base_0948,1.0514330932884584,1.344875868271549,0.8841911382618317,0.9847739171579614,0.8998346039777808,0.5468880000000005,0.88
AARS_v4_1_shot,Ardahan,total,1,1,999,base_0948,3.727969810343689,4.748636199611323,0.9909635781501944,0.9948592560496364,0.9473702159072902,1.541055,0.96
AARS_v4_3_shot,Ardahan,heating,3,3,997,base_0948|base_0945|base_0724,3.297105071217264,4.0562901263216,0.994086065940731,0.997383765851966,0.9603307915715018,2.695930000000004,1.0
AARS_v4_3_shot,Ardahan,cooling,3,3,997,base_0948|base_0945|base_0724,1.0085147984615437,1.269421225450334,0.8969203578556999,0.9840430246725732,0.900974913672108,0.1069680000000006,0.9
AARS_v4_3_shot,Ardahan,total,3,3,997,base_0948|base_0945|base_0724,4.070764550656734,4.891201923480688,0.9904189930996786,0.992887116815594,0.936234406029333,1.541055,0.96
AARS_v4_1_shot,Bartin,heating,1,1,999,base_0948,2.30540383880889,2.9207774877265043,0.9888811546594984,0.9976555152346732,0.9644694794995398,0.0,0.92
AARS_v4_1_shot,Bartin,cooling,1,1,999,base_0948,0.9031287579410648,1.2611450071666308,0.9848775529079556,0.9937864076501348,0.9334284183983584,0.0,0.94
AARS_v4_1_shot,Bartin,total,1,1,999,base_0948,2.375353417422378,3.1635102669838178,0.981611288150718,0.9946264902176724,0.9440923889821689,4.646491999999995,0.84
AARS_v4_3_shot,Bartin,heating,3,3,997,base_0948|base_0945|base_0724,1.712389086551075,2.356314461514293,0.9927717514701744,0.9989411094911606,0.9761654441235352,0.0,0.98
AARS_v4_3_shot,Bartin,cooling,3,3,997,base_0948|base_0945|base_0724,1.0033242391530923,1.3123010385766205,0.9836489471828028,0.9932565642456986,0.9304540126403308,0.0,0.94
AARS_v4_3_shot,Bartin,total,3,3,997,base_0948|base_0945|base_0724,1.941246076814577,2.7921182277625824,0.9856903136069556,0.9961729842689816,0.9560166443104414,4.646491999999995,0.84
AARS_v4_1_shot,Bingol,heating,1,1,999,base_0948,5.878507012013976,6.931706630153993,0.9696094354225238,0.9980382747476936,0.9639559399078438,8.411415000000005,0.98
AARS_v4_1_shot,Bingol,cooling,1,1,999,base_0948,2.33603855244744,3.1637288441141296,0.8965662660557501,0.9943693513152432,0.937516674991625,0.0,0.86
AARS_v4_1_shot,Bingol,total,1,1,999,base_0948,3.783065680187663,4.771203290561478,0.9823392235722076,0.9981284370542884,0.967189634524304,0.970778000000024,0.94
AARS_v4_3_shot,Bingol,heating,3,3,997,base_0948|base_0945|base_0724,4.015701586425391,4.929701052063455,0.9846423655042712,0.998367643190818,0.9669812650803818,8.411415000000005,0.98
AARS_v4_3_shot,Bingol,cooling,3,3,997,base_0948|base_0945|base_0724,1.3780791016203249,2.2246374931767425,0.948927538617276,0.9952529316951024,0.9409271992684884,0.0,0.92
AARS_v4_3_shot,Bingol,total,3,3,997,base_0948|base_0945|base_0724,3.127190297782908,3.88912772167594,0.988276827872615,0.9976787813279278,0.96352511349309,0.970778000000024,0.98
AARS_v4_1_shot,Canakkale,heating,1,1,999,base_0948,2.796748129802433,3.648995917568598,0.9729222979057408,0.9982547437216776,0.9656008714124948,0.5522620000000025,0.96
AARS_v4_1_shot,Canakkale,cooling,1,1,999,base_0948,0.7692439605231295,1.1253786947950122,0.991502693202602,0.9985203199191176,0.9698094888475652,0.0,0.96
AARS_v4_1_shot,Canakkale,total,1,1,999,base_0948,2.557646837602752,3.3437126859578576,0.970902957773703,0.9931619274585204,0.92992190587381,0.2074570000000051,0.78
AARS_v4_3_shot,Canakkale,heating,3,3,997,base_0948|base_0945|base_0724,2.5939926690182875,3.411542859061077,0.9763624096141164,0.9984702398961136,0.9684152860186988,0.6405760000000029,0.98
AARS_v4_3_shot,Canakkale,cooling,3,3,997,base_0948|base_0945|base_0724,0.6962978644591159,1.0092312056492776,0.993175260416706,0.998960858721225,0.97415539792067,0.0,0.98
AARS_v4_3_shot,Canakkale,total,3,3,997,base_0948|base_0945|base_0724,2.527177883621118,3.225527825747796,0.9729568997421116,0.9932588043484344,0.9303331681792366,1.102788000000004,0.7
AARS_v4_1_shot,Hatay,heating,1,1,999,base_0948,2.902319655543057,3.733693236581416,0.9319332280627808,0.987623138168228,0.9103793171929446,0.4893470000000004,0.84
AARS_v4_1_shot,Hatay,cooling,1,1,999,base_0948,2.4791322604584685,3.2709093167102963,0.9638833946882642,0.9983046573627734,0.9644614554434194,0.4449919999999991,0.9
AARS_v4_1_shot,Hatay,total,1,1,999,base_0948,3.4422183280089875,4.491141202839063,0.9372926089171364,0.9705922114499266,0.856180830128726,0.1543230000000051,0.92
AARS_v4_3_shot,Hatay,heating,3,3,997,base_0948|base_0945|base_0724,2.1028936259756152,2.65711453676263,0.9655833348808992,0.9911544397298422,0.9266151869262408,0.4893470000000004,0.88
AARS_v4_3_shot,Hatay,cooling,3,3,997,base_0948|base_0945|base_0724,1.958035809584857,2.6062679941779585,0.9771043507171304,0.99860074707063,0.9682904134089017,0.0,0.94
AARS_v4_3_shot,Hatay,total,3,3,997,base_0948|base_0945|base_0724,3.1436375900519447,4.008363200190227,0.95010819277812,0.9767497436414324,0.8718283364148672,0.1543230000000051,0.9
AARS_v4_1_shot,Kars,heating,1,1,999,base_0948,2.5408384903680683,3.3271019248692952,0.9958345516829572,0.9981834660311611,0.9746239225197144,0.0,0.98
AARS_v4_1_shot,Kars,cooling,1,1,999,base_0948,0.5825778845257038,0.8675558456762715,0.9712992882683528,0.9916131722905268,0.9262749723671568,0.4655380000000004,0.92
AARS_v4_1_shot,Kars,total,1,1,999,base_0948,2.5913533949179977,3.397705024669341,0.99504968845424,0.997606311722544,0.9683330625214394,0.9799199999999928,0.98
AARS_v4_3_shot,Kars,heating,3,3,997,base_0948|base_0945|base_0724,2.673405055169717,3.3869223016892738,0.9956858423470414,0.9985278165907532,0.9740184408647632,2.220088000000004,1.0
AARS_v4_3_shot,Kars,cooling,3,3,997,base_0948|base_0945|base_0724,0.5829011219187377,0.8610986034132295,0.9717546425897928,0.991134666282451,0.9265829617366156,0.0817490000000003,0.9
AARS_v4_3_shot,Kars,total,3,3,997,base_0948|base_0945|base_0724,2.844085197337758,3.676059532873928,0.9942086910530936,0.997387870688871,0.9640890543115292,0.9799199999999928,0.96
AARS_v4_1_shot,Konya,heating,1,1,999,base_0948,1.7203903783080106,2.2580442983960016,0.9963101568841466,0.9986807007408208,0.971518612801178,0.0,0.98
AARS_v4_1_shot,Konya,cooling,1,1,999,base_0948,0.8169869596663227,1.037912970564933,0.9887800810529328,0.9983305349437612,0.9660983628919504,0.1541040000000002,0.96
AARS_v4_1_shot,Konya,total,1,1,999,base_0948,2.2664535289138388,2.916850580178924,0.9921661591775116,0.9972882341259092,0.9584313772690528,0.4930189999999754,0.98
AARS_v4_3_shot,Konya,heating,3,3,997,base_0948|base_0945|base_0724,1.6818779399438983,2.108827811784771,0.9967861851379808,0.9986484915305592,0.9730597414734165,0.0,0.98
AARS_v4_3_shot,Konya,cooling,3,3,997,base_0948|base_0945|base_0724,0.6114045898172955,0.7988059991579258,0.993362521353753,0.9987617680770056,0.971085948608879,0.1541040000000002,0.96
AARS_v4_3_shot,Konya,total,3,3,997,base_0948|base_0945|base_0724,1.7480336303487607,2.233010871124649,0.9954153438360458,0.9971120958791097,0.9598313011323126,0.0,0.98
AARS_v4_1_shot,Sanliurfa,heating,1,1,999,base_0948,4.674014365172883,5.708167529966529,0.9419594156326212,0.984944700211233,0.9158236392705332,0.0,0.94
AARS_v4_1_shot,Sanliurfa,cooling,1,1,999,base_0948,5.389670110671592,7.01351836619855,0.8096309159236845,0.9518719842086576,0.806676415894853,2.546134000000009,0.54
AARS_v4_1_shot,Sanliurfa,total,1,1,999,base_0948,5.900101136089776,7.233850906500448,0.9172610494049198,0.9770200822064548,0.8797394588977757,3.934656999999987,0.72
AARS_v4_3_shot,Sanliurfa,heating,3,3,997,base_0948|base_0945|base_0724,2.997232606385309,3.7484298844877175,0.9750115621448222,0.990012931810377,0.927440957410384,0.0,0.98
AARS_v4_3_shot,Sanliurfa,cooling,3,3,997,base_0948|base_0945|base_0724,3.490733234710006,4.675588855269704,0.9155257652742907,0.963841290876517,0.8312044567437252,2.546134000000009,0.54
AARS_v4_3_shot,Sanliurfa,total,3,3,997,base_0948|base_0945|base_0724,4.24320589206374,5.153052766231964,0.9580669303263316,0.9854337259066962,0.9029135599569794,0.9413959999999976,0.94
